GID_2,n_hosts,predicted,log_residual,type,COUNTRY,NAME_1,NAME_2,realm
TZA.6.1_1,0,954.82921229527,-2.9803802994059194,Coldspot (Undersampled),Tanzania,Kagera,Biharamulo,Afrotropic
TZA.6.4_1,0,635.0601590437909,-2.803498193486736,Coldspot (Undersampled),Tanzania,Kagera,Karagwe,Afrotropic
TZA.6.6_1,0,917.9354624213012,-2.9632850116053637,Coldspot (Undersampled),Tanzania,Kagera,Lake Victoria,Afrotropic
TZA.6.7_1,0,497.3986931584588,-2.697576894897473,Coldspot (Undersampled),Tanzania,Kagera,Missenyi,Afrotropic
TZA.6.8_1,0,512.0367468514007,-2.710148473071344,Coldspot (Undersampled),Tanzania,Kagera,Muleba,Afrotropic
TZA.6.9_1,0,569.8538288024539,-2.7565249182787035,Coldspot (Undersampled),Tanzania,Kagera,Ngara,Afrotropic
TZA.8.4_1,0,1008.813069733652,-3.0042409873502307,Coldspot (Undersampled),Tanzania,Kigoma,Kasulu,Afrotropic
TZA.8.5_1,0,982.5931268673421,-2.9928154853228652,Coldspot (Undersampled),Tanzania,Kigoma,Kibondo,Afrotropic
TZA.8.8_1,0,844.7824127564867,-2.927258650162712,Coldspot (Undersampled),Tanzania,Kigoma,Lake Tanganyika,Afrotropic
TZA.8.9_1,0,1051.2708162012057,-3.022127525792736,Coldspot (Undersampled),Tanzania,Kigoma,Uvinza,Afrotropic
TZA.9.6_1,0,756.9021774507659,-2.879613154794435,Coldspot (Undersampled),Tanzania,Kilimanjaro,Same,Afrotropic
TZA.10.1_1,0,1575.4696884304299,-3.197685624767426,Coldspot (Undersampled),Tanzania,Lindi,Kilwa,Afrotropic
TZA.10.2_1,0,852.0997103046493,-2.9309997944785837,Coldspot (Undersampled),Tanzania,Lindi,Lindi Rural,Afrotropic
TZA.10.5_1,0,681.0000738216331,-2.833784421665755,Coldspot (Undersampled),Tanzania,Lindi,Nachingwea,Afrotropic
TZA.11.7_1,0,1608.2175725667785,-3.20661476639681,Coldspot (Undersampled),Tanzania,Manyara,Simanjiro,Afrotropic
TZA.12.1_1,0,560.1393815233191,-2.7490707491491713,Coldspot (Undersampled),Tanzania,Mara,Bunda,Afrotropic
TZA.12.3_1,0,890.5757408034368,-2.950158243098313,Coldspot (Undersampled),Tanzania,Mara,Lake Victoria,Afrotropic
TZA.13.1_1,0,1227.271864751212,-3.089294503852071,Coldspot (Undersampled),Tanzania,Mbeya,Chunya,Afrotropic
TZA.13.6_1,0,632.2255815228746,-2.801558451499552,Coldspot (Undersampled),Tanzania,Mbeya,Mbeya Rural,Afrotropic
TZA.14.5_1,16652,72.86263503630565,2.353067685082161,Hotspot (Oversampled),Tanzania,Morogoro,Morogoro Urban,Afrotropic
TZA.14.7_1,0,1645.0463079785632,-3.216442048990869,Coldspot (Undersampled),Tanzania,Morogoro,Ulanga,Afrotropic
TZA.15.2_1,0,603.5072033011202,-2.7814014802758464,Coldspot (Undersampled),Tanzania,Mtwara,Masasi,Afrotropic
TZA.15.3_1,0,594.0976062539787,-2.77458820334364,Coldspot (Undersampled),Tanzania,Mtwara,Mtwara Rural,Afrotropic
TZA.15.5_1,0,720.4001219408775,-2.858176211392721,Coldspot (Undersampled),Tanzania,Mtwara,Nanyumbu,Afrotropic
TZA.16.2_1,0,547.7554638305979,-2.739378857440912,Coldspot (Undersampled),Tanzania,Mwanza,Kwimba,Afrotropic
TZA.16.3_1,0,1902.163584023149,-3.2794761191253077,Coldspot (Undersampled),Tanzania,Mwanza,Lake Victoria,Afrotropic
TZA.16.5_1,0,473.7127566715265,-2.6764309024106123,Coldspot (Undersampled),Tanzania,Mwanza,Misungwi,Afrotropic
TZA.16.7_1,0,587.1323864251825,-2.7694750951620715,Coldspot (Undersampled),Tanzania,Mwanza,Sengerema,Afrotropic
TZA.20.4_1,0,997.4447520968915,-2.9993240386375857,Coldspot (Undersampled),Tanzania,Pwani,Kisarawe,Afrotropic
TZA.20.6_1,0,844.5033046034134,-2.9271153093533027,Coldspot (Undersampled),Tanzania,Pwani,Mkuranga,Afrotropic
TZA.21.1_1,0,741.3124688764777,-2.870586755606934,Coldspot (Undersampled),Tanzania,Rukwa,Kalambo,Afrotropic
TZA.21.3_1,0,493.7323783161892,-2.69437033418448,Coldspot (Undersampled),Tanzania,Rukwa,Lake Tanganyika,Afrotropic
TZA.22.6_1,0,1868.7876561621874,-3.271792288358246,Coldspot (Undersampled),Tanzania,Ruvuma,Tunduru,Afrotropic
TZA.23.2_1,0,990.7314703332477,-2.9963940947955954,Coldspot (Undersampled),Tanzania,Shinyanga,Kahama,Afrotropic
TZA.23.3_1,0,622.6068084403319,-2.7949108481010327,Coldspot (Undersampled),Tanzania,Shinyanga,Kishapu,Afrotropic
TZA.23.4_1,0,584.1475328398736,-2.767265378253591,Coldspot (Undersampled),Tanzania,Shinyanga,Shinyanga Rural,Afrotropic
TZA.24.1_1,0,663.7045708368474,-2.822628665207713,Coldspot (Undersampled),Tanzania,Simiyu,Bariadi,Afrotropic
TZA.24.3_1,0,472.574268729329,-2.6753880973203317,Coldspot (Undersampled),Tanzania,Simiyu,Itilima,Afrotropic
TZA.24.6_1,0,613.6319367889226,-2.788615122810768,Coldspot (Undersampled),Tanzania,Simiyu,Maswa,Afrotropic
TZA.24.7_1,0,724.8737468051962,-2.8608610892482926,Coldspot (Undersampled),Tanzania,Simiyu,Meatu,Afrotropic
TZA.25.1_1,0,1027.1090485660707,-3.0120391814674172,Coldspot (Undersampled),Tanzania,Singida,Ikungi,Afrotropic
TZA.25.2_1,0,635.92706389242,-2.804089703037676,Coldspot (Undersampled),Tanzania,Singida,Iramba,Afrotropic
TZA.31.8_1,0,714.1018567902933,-2.8543679057051565,Coldspot (Undersampled),Tanzania,Songwe,Mbozi,Afrotropic
TZA.31.9_1,0,560.0261018585924,-2.7489830673692586,Coldspot (Undersampled),Tanzania,Songwe,Momba,Afrotropic
TZA.31.1_1,0,723.4503305124703,-2.8600086148950967,Coldspot (Undersampled),Tanzania,Songwe,Songwe,Afrotropic
TZA.26.1_1,0,1026.3287500254046,-3.011709442112658,Coldspot (Undersampled),Tanzania,Tabora,Igunga,Afrotropic
TZA.26.2_1,0,1647.9498718306022,-3.2172074532683728,Coldspot (Undersampled),Tanzania,Tabora,Kaliua,Afrotropic
TZA.26.3_1,0,1254.0346672158175,-3.0986557222892412,Coldspot (Undersampled),Tanzania,Tabora,Nzega,Afrotropic
TZA.26.4_1,0,1914.9348900705231,-3.282380746202048,Coldspot (Undersampled),Tanzania,Tabora,Sikonge,Afrotropic
TZA.26.6_1,0,557.8675139969284,-2.747308865561662,Coldspot (Undersampled),Tanzania,Tabora,Urambo,Afrotropic
TZA.26.7_1,0,1434.157567216326,-3.1568995852622868,Coldspot (Undersampled),Tanzania,Tabora,Uyui,Afrotropic
TZA.27.6_1,0,498.66317511501944,-2.6986773433716222,Coldspot (Undersampled),Tanzania,Tanga,Lushoto,Afrotropic
UKR.25.8_1,424,1.2169813092884385,2.282626898328296,Hotspot (Oversampled),Ukraine,Volyn,Liuboml's'ky,Palearctic-West
UKR.25.11_1,1256,0.7797617746844818,2.848973402828664,Hotspot (Oversampled),Ukraine,Volyn,Luts'kyi,Palearctic-West
USA.2.26_1,0,661.5348027975804,-2.821208696595188,Coldspot (Undersampled),United States,Alaska,Yukon-Koyukuk,Nearctic-Upper
USA.3.3_1,8313,243.19512681594077,1.5320730273019691,Hotspot (Oversampled),United States,Arizona,Coconino,Nearctic
USA.5.20_1,6668,75.62193673323566,1.9397075921948925,Hotspot (Oversampled),United States,California,Madera,Nearctic
USA.5.26_1,1321,42.717807270638694,1.4805730839886824,Hotspot (Oversampled),United States,California,Mono,Nearctic
USA.6.16_1,3104,19.94943238785305,2.170889343996098,Hotspot (Oversampled),United States,Colorado,Delta,Nearctic
USA.6.34_1,7466,32.56093477308453,2.3473121025941586,Hotspot (Oversampled),United States,Colorado,La Plata,Nearctic
USA.6.37_1,4198,55.9722083478342,1.8674828208001721,Hotspot (Oversampled),United States,Colorado,Las Animas,Nearctic
USA.6.40_1,4138,68.6265118387698,1.774120788041498,Hotspot (Oversampled),United States,Colorado,Mesa,Nearctic
USA.6.44_1,1052,37.644953421140976,1.4353355830074692,Hotspot (Oversampled),United States,Colorado,Montrose,Nearctic
USA.6.46_1,1093,22.445867019815044,1.6689510245702686,Hotspot (Oversampled),United States,Colorado,Otero,Nearctic
USA.10.48_1,0,557.2488725791859,-2.7468278546577025,Coldspot (Undersampled),United States,Florida,Orange,Nearctic
USA.11.41_1,900,8.419499479456801,1.9806969645221866,Hotspot (Oversampled),United States,Georgia,Dade,Nearctic
USA.11.67_1,0,510.77833023478166,-2.7090818930034963,Coldspot (Undersampled),United States,Georgia,Gwinnett,Nearctic
USA.14.16_1,0,746.1059594191851,-2.8733822006475895,Coldspot (Undersampled),United States,Illinois,Cook,Nearctic
USA.14.22_1,0,496.7708197237286,-2.697029433846679,Coldspot (Undersampled),United States,Illinois,Dupage,Nearctic
USA.14.100_1,0,511.6048650411488,-2.709782723679085,Coldspot (Undersampled),United States,Illinois,Will,Nearctic
USA.21.16_1,0,517.8058443713619,-2.7150048597866303,Coldspot (Undersampled),United States,Maryland,Prince George's,Nearctic
USA.27.7_1,9985,40.8948880622966,2.3772305273393433,Hotspot (Oversampled),United States,Montana,Cascade,Nearctic
USA.27.12_1,1430,17.04291189621853,1.8993330052984614,Hotspot (Oversampled),United States,Montana,Deer Lodge,Nearctic
USA.27.18_1,1536,33.65407633937259,1.6469195397331537,Hotspot (Oversampled),United States,Montana,Glacier,Nearctic
USA.27.23_1,3812,18.632469070956674,2.288291883337439,Hotspot (Oversampled),United States,Montana,Judith Basin,Nearctic
USA.27.24_1,8813,23.79639919893922,2.550784426701296,Hotspot (Oversampled),United States,Montana,Lake,Nearctic
USA.27.33_1,8159,22.225391831557072,2.5457271091195013,Hotspot (Oversampled),United States,Montana,Musselshell,Nearctic
USA.27.37_1,6584,14.988622829894357,2.614744721626312,Hotspot (Oversampled),United States,Montana,Pondera,Nearctic
USA.27.39_1,3746,21.20105061669271,2.2273101661100103,Hotspot (Oversampled),United States,Montana,Powell,Nearctic
USA.27.47_1,4967,17.35493887073655,2.4324286446998613,Hotspot (Oversampled),United States,Montana,Silver Bow,Nearctic
USA.29.11_1,5035,44.16732675277756,2.047261334015304,Hotspot (Oversampled),United States,Nevada,Lyon,Nearctic
USA.29.12_1,5354,38.658968485516354,2.130418060983767,Hotspot (Oversampled),United States,Nevada,Mineral,Nearctic
USA.32.16_1,449,4.089232661924671,1.9465602080228361,Hotspot (Oversampled),United States,New Mexico,Los Alamos,Nearctic
USA.32.24_1,3030,112.63823982649299,1.4260614381696062,Hotspot (Oversampled),United States,New Mexico,San Juan,Nearctic
USA.32.31_1,1404,38.294343623305814,1.5533462855701239,Hotspot (Oversampled),United States,New Mexico,Torrance,Nearctic
USA.36.25_1,0,477.6270741606709,-2.679997261402403,Coldspot (Undersampled),United States,Ohio,Franklin,Nearctic
USA.38.26_1,3195,83.46352540711331,1.5779375662395092,Hotspot (Oversampled),United States,Oregon,Multnomah,Nearctic
USA.39.31_1,1156,28.80650925516478,1.5890222416909707,Hotspot (Oversampled),United States,Pennsylvania,Huntingdon,Nearctic
USA.44.15_1,0,496.341525257677,-2.6966547219255093,Coldspot (Undersampled),United States,Texas,Bexar,Nearctic
USA.44.57_1,0,1253.3506166148695,-3.098418947641197,Coldspot (Undersampled),United States,Texas,Dallas,Nearctic
USA.44.63_1,561,9.74677353499309,1.7184582184124613,Hotspot (Oversampled),United States,Texas,Dickens,Nearctic
USA.44.64_1,4241,42.56794063645261,1.9884036319326939,Hotspot (Oversampled),United States,Texas,Dimmit,Nearctic
USA.44.122_1,1001,23.3826902220193,1.6137861004735623,Hotspot (Oversampled),United States,Texas,Jeff Davis,Nearctic
USA.44.135_1,717,8.55395223886394,1.8759413783698746,Hotspot (Oversampled),United States,Texas,King,Nearctic
USA.44.139_1,2444,48.85276838026264,1.6905895832815947,Hotspot (Oversampled),United States,Texas,La Salle,Nearctic
USA.44.140_1,1318,38.35605127885404,1.5252332777848392,Hotspot (Oversampled),United States,Texas,Lamar,Nearctic
USA.44.160_1,1001,15.681003770733113,1.7786455409984379,Hotspot (Oversampled),United States,Texas,McCulloch,Nearctic
USA.44.220_1,0,1017.5483442061411,-3.007981647105142,Coldspot (Undersampled),United States,Texas,Tarrant,Nearctic
USA.45.12_1,1895,30.56099451592599,1.7786876532310218,Hotspot (Oversampled),United States,Utah,Juab,Nearctic
USA.45.23_1,3703,90.54793331013019,1.6070224334370342,Hotspot (Oversampled),United States,Utah,Tooele,Nearctic
VEN.8.8_1,174,4.729373471763834,1.4849309158345467,Hotspot (Oversampled),Venezuela,Cojedes,Romulo Gallegos,Neotropic
VEN.19.5_1,496,8.019033697200832,1.7411963791796374,Hotspot (Oversampled),Venezuela,Portuguesa,Guanarito,Neotropic
VNM.18.12_1,275,1.7936524176537867,1.994736711240979,Hotspot (Oversampled),Vietnam,Đồng Tháp,Tháp Mười,Indomalayan
VNM.21.15_1,152,1.2719699406088285,1.8282888496915026,Hotspot (Oversampled),Vietnam,Gia Lai,Mang Yang,Indomalayan
VNM.27.12_1,69,1.2002135509166507,1.5026332048812625,Hotspot (Oversampled),Vietnam,Hà Nội,Hai Bà Trưng,Indomalayan
VNM.27.14_1,192,0.6445241672100979,2.069517048939865,Hotspot (Oversampled),Vietnam,Hà Nội,Hoàn Kiếm,Indomalayan
VNM.23.12_1,115,0.3464210811437649,1.9352770863833826,Hotspot (Oversampled),Vietnam,Hải Phòng,Ngô Quyền,Indomalayan
VNM.57.27_1,67,1.2781926853473793,1.474918459581167,Hotspot (Oversampled),Vietnam,Thanh Hóa,Yên Định,Indomalayan
ZAF.3.1_1,0,690.364855533288,-2.839707299076951,Coldspot (Undersampled),South Africa,Gauteng,City of Johannesburg,Afrotropic
ZAF.8.4_1,0,489.35941080448333,-2.6905145145422162,Coldspot (Undersampled),South Africa,Northern Cape,Pixley ka Seme,Afrotropic
